Precursor	logFC	mean_cancer	mean_normal	ttest_pvalue	BH.adjusted_pvalues	Precursor.ID	miRNA.ID	miRNA.name
hsa-mir-887	0.47	4.58	4.12	0.00168484326546915	0.00246246323414722	MI0005562	MIMAT0026720	hsa-miR-887-5p
hsa-mir-887	0.47	4.58	4.12	0.00168484326546915	0.00246246323414722	MI0005562	MIMAT0004951	hsa-miR-887-3p
hsa-mir-656	-0.43	1.66	2.09	0.00175236349202663	0.00255412980207716	MI0003678	MIMAT0026627	hsa-miR-656-5p
hsa-mir-656	-0.43	1.66	2.09	0.00175236349202663	0.00255412980207716	MI0003678	MIMAT0003332	hsa-miR-656-3p
hsa-mir-561	-0.38	0.66	1.05	0.00184078223124955	0.00267567253285454	MI0003567	MIMAT0022706	hsa-miR-561-5p
hsa-mir-561	-0.38	0.66	1.05	0.00184078223124955	0.00267567253285454	MI0003567	MIMAT0003225	hsa-miR-561-3p
hsa-mir-518c	-0.36	0.71	1.08	0.00210049400024946	0.00304485778782755	MI0003159	MIMAT0002848	hsa-miR-518c-3p
hsa-mir-518c	-0.36	0.71	1.08	0.00210049400024946	0.00304485778782755	MI0003159	MIMAT0002847	hsa-miR-518c-5p
hsa-mir-376a-1	-0.46	2.17	2.64	0.0024739711192215	0.00357650172670064	MI0000784	MIMAT0003386	hsa-miR-376a-5p
hsa-mir-127	-0.41	11.45	11.86	0.00256280139673649	0.00369487897849272	MI0000472	MIMAT0000446	hsa-miR-127-3p
hsa-mir-127	-0.41	11.45	11.86	0.00256280139673649	0.00369487897849272	MI0000472	MIMAT0004604	hsa-miR-127-5p
hsa-mir-3188	0.23	0.62	0.39	0.00259236716129274	0.00372740359407496	MI0014232	MIMAT0015070	hsa-miR-3188
hsa-mir-361	0.3	10.4	10.1	0.002760510452051	0.0039584678180354	MI0000760	MIMAT0000703	hsa-miR-361-5p
hsa-mir-361	0.3	10.4	10.1	0.002760510452051	0.0039584678180354	MI0000760	MIMAT0004682	hsa-miR-361-3p
hsa-mir-323b	0.57	3.41	2.84	0.00361556534331411	0.0051706472114062	MI0014206	MIMAT0001630	hsa-miR-323b-5p
hsa-mir-323b	0.57	3.41	2.84	0.00361556534331411	0.0051706472114062	MI0014206	MIMAT0015050	hsa-miR-323b-3p
hsa-mir-25	0.34	15.05	14.71	0.00432749656433544	0.00617219349122374	MI0000082	MIMAT0000081	hsa-miR-25-3p
hsa-mir-25	0.34	15.05	14.71	0.00432749656433544	0.00617219349122374	MI0000082	MIMAT0004498	hsa-miR-25-5p
hsa-mir-628	0.49	6.31	5.83	0.00437051455714017	0.0062168816695149	MI0003642	MIMAT0003297	hsa-miR-628-3p
hsa-mir-628	0.49	6.31	5.83	0.00437051455714017	0.0062168816695149	MI0003642	MIMAT0004809	hsa-miR-628-5p
hsa-mir-29a	-0.35	14.03	14.38	0.00464852843727359	0.00659471234301213	MI0000087	MIMAT0000086	hsa-miR-29a-3p
hsa-mir-29a	-0.35	14.03	14.38	0.00464852843727359	0.00659471234301213	MI0000087	MIMAT0004503	hsa-miR-29a-5p
hsa-mir-1304	0.43	1.57	1.14	0.00507841731777617	0.00718483314462762	MI0006371	MIMAT0005892	hsa-miR-1304-5p
hsa-mir-1304	0.43	1.57	1.14	0.00507841731777617	0.00718483314462762	MI0006371	MIMAT0022720	hsa-miR-1304-3p
hsa-mir-7-2	0.35	1.43	1.08	0.00509150769835454	0.00718483314462762	MI0000264	MIMAT0004554	hsa-miR-7-2-3p
hsa-mir-3129	-0.33	1.22	1.56	0.00513993155292675	0.00723397774115617	MI0014146	MIMAT0019202	hsa-miR-3129-3p
hsa-mir-3129	-0.33	1.22	1.56	0.00513993155292675	0.00723397774115617	MI0014146	MIMAT0014992	hsa-miR-3129-5p
hsa-mir-372	0.34	1.23	0.89	0.00517830863926326	0.00726876041184184	MI0000780	MIMAT0026484	hsa-miR-372-5p
hsa-mir-372	0.34	1.23	0.89	0.00517830863926326	0.00726876041184184	MI0000780	MIMAT0000724	hsa-miR-372-3p
hsa-mir-616	0.44	3.31	2.86	0.00611996245580569	0.00856794743812797	MI0003629	MIMAT0004805	hsa-miR-616-3p
hsa-mir-616	0.44	3.31	2.86	0.00611996245580569	0.00856794743812797	MI0003629	MIMAT0003284	hsa-miR-616-5p
hsa-mir-3926-1	-0.42	2.31	2.73	0.00618591520741392	0.00863755089329187	MI0016434	MIMAT0018201	hsa-miR-3926
hsa-let-7d	0.32	10.82	10.5	0.00621439945679789	0.0086546086675824	MI0000065	MIMAT0004484	hsa-let-7d-3p
hsa-let-7d	0.32	10.82	10.5	0.00621439945679789	0.0086546086675824	MI0000065	MIMAT0000065	hsa-let-7d-5p
hsa-mir-2110	0.33	2.81	2.48	0.00636087022292379	0.00883546464385236	MI0010629	MIMAT0010133	hsa-miR-2110
hsa-mir-935	-0.4	2.53	2.93	0.00899590255031436	0.0124284532823067	MI0005757	MIMAT0004978	hsa-miR-935
hsa-mir-18b	0.35	1.33	0.98	0.00979325743257575	0.0134625657729465	MI0001518	MIMAT0001412	hsa-miR-18b-5p
hsa-mir-18b	0.35	1.33	0.98	0.00979325743257575	0.0134625657729465	MI0001518	MIMAT0004751	hsa-miR-18b-3p
hsa-mir-581	0.27	1.35	1.08	0.0100326150573287	0.0137560598208734	MI0003588	MIMAT0003246	hsa-miR-581
hsa-mir-1914	0.17	0.47	0.3	0.0102364038974426	0.0139994007029292	MI0008335	MIMAT0007890	hsa-miR-1914-3p
hsa-mir-1914	0.17	0.47	0.3	0.0102364038974426	0.0139994007029292	MI0008335	MIMAT0007889	hsa-miR-1914-5p
hsa-mir-516a-1	0.27	1.01	0.74	0.0103850919433079	0.0141663305483072	MI0003180	MIMAT0006778	hsa-miR-516a-3p
hsa-mir-516a-1	0.27	1.01	0.74	0.0103850919433079	0.0141663305483072	MI0003180	MIMAT0004770	hsa-miR-516a-5p
hsa-mir-30c-1	0.31	2.47	2.16	0.010744097184627	0.0146185670133543	MI0000736	MIMAT0000244	hsa-miR-30c-5p
hsa-mir-30c-1	0.31	2.47	2.16	0.010744097184627	0.0146185670133543	MI0000736	MIMAT0004674	hsa-miR-30c-1-3p
hsa-mir-320c-2	0.25	1.09	0.84	0.013133918036942	0.0178246030501355	MI0008191	MIMAT0005793_1	hsa-miR-320c
hsa-mir-3157	-0.31	0.95	1.26	0.0145125518340397	0.019645490014527	MI0014185	MIMAT0019210	hsa-miR-3157-3p
hsa-mir-3157	-0.31	0.95	1.26	0.0145125518340397	0.019645490014527	MI0014185	MIMAT0015031	hsa-miR-3157-5p
hsa-mir-2115	0.35	1.61	1.26	0.0146329488624049	0.0197581949106585	MI0010634	MIMAT0011159	hsa-miR-2115-3p
hsa-mir-2115	0.35	1.61	1.26	0.0146329488624049	0.0197581949106585	MI0010634	MIMAT0011158	hsa-miR-2115-5p
hsa-mir-181a-2	0.27	11.3	11.03	0.0149633781975694	0.0201532081040681	MI0000269	MIMAT0004558	hsa-miR-181a-2-3p
hsa-mir-3609	0.19	0.56	0.37	0.0154305174219385	0.0207298870415941	MI0015999	MIMAT0017986	hsa-miR-3609
hsa-mir-138-1	0.27	1.18	0.91	0.0170844564914097	0.0228940323763978	MI0000476	MIMAT0004607	hsa-miR-138-1-3p
hsa-mir-3193	-0.22	0.57	0.79	0.0181598194165213	0.0242739294713299	MI0014238	MIMAT0015077	hsa-miR-3193
hsa-mir-3126	0.13	0.37	0.24	0.0182972201565829	0.0243962935421105	MI0014143	MIMAT0014989	hsa-miR-3126-5p
hsa-mir-3126	0.13	0.37	0.24	0.0182972201565829	0.0243962935421105	MI0014143	MIMAT0015377	hsa-miR-3126-3p
hsa-mir-518f	-0.27	0.59	0.86	0.0195142258150516	0.0259029779917382	MI0003154	MIMAT0002841	hsa-miR-518f-5p
hsa-mir-518f	-0.27	0.59	0.86	0.0195142258150516	0.0259029779917382	MI0003154	MIMAT0002842	hsa-miR-518f-3p
hsa-mir-543	-0.33	2.24	2.57	0.0195246131103139	0.0259029779917382	MI0005565	MIMAT0004954	hsa-miR-543
hsa-mir-598	0.31	5.5	5.19	0.0196715580560042	0.0260330071785926	MI0003610	MIMAT0026620	hsa-miR-598-5p
hsa-mir-598	0.31	5.5	5.19	0.0196715580560042	0.0260330071785926	MI0003610	MIMAT0003266	hsa-miR-598-3p
hsa-mir-3684	0.19	0.65	0.46	0.0200862698971439	0.0265158699386614	MI0016085	MIMAT0018112	hsa-miR-3684
hsa-mir-34c	0.31	5.21	4.9	0.0210154052987102	0.027673751531965	MI0000743	MIMAT0004677	hsa-miR-34c-3p
hsa-mir-34c	0.31	5.21	4.9	0.0210154052987102	0.027673751531965	MI0000743	MIMAT0000686	hsa-miR-34c-5p
hsa-mir-369	-0.32	4.95	5.26	0.0252068261462863	0.033029634260651	MI0000777	MIMAT0001621	hsa-miR-369-5p
hsa-mir-369	-0.32	4.95	5.26	0.0252068261462863	0.033029634260651	MI0000777	MIMAT0000721	hsa-miR-369-3p
hsa-mir-570	0.23	1.06	0.83	0.0295622005804703	0.0385467909529662	MI0003577	MIMAT0022707	hsa-miR-570-5p
hsa-mir-570	0.23	1.06	0.83	0.0295622005804703	0.0385467909529662	MI0003577	MIMAT0003235	hsa-miR-570-3p
hsa-mir-214	0.28	6.85	6.57	0.0300294748245308	0.0390603437815413	MI0000290	MIMAT0004564	hsa-miR-214-5p
hsa-mir-214	0.28	6.85	6.57	0.0300294748245308	0.0390603437815413	MI0000290	MIMAT0000271	hsa-miR-214-3p
hsa-mir-153-1	0.35	2.34	1.99	0.0309161840040267	0.0401156338783956	MI0000463	MIMAT0000439	hsa-miR-153-3p
hsa-mir-27b	0.27	11.06	10.79	0.0310235209726598	0.0401569663198419	MI0000440	MIMAT0000419	hsa-miR-27b-3p
hsa-mir-27b	0.27	11.06	10.79	0.0310235209726598	0.0401569663198419	MI0000440	MIMAT0004588	hsa-miR-27b-5p
hsa-mir-1306	0.3	4.91	4.62	0.0319996551247624	0.0413199430251787	MI0006443	MIMAT0005950	hsa-miR-1306-3p
hsa-mir-1306	0.3	4.91	4.62	0.0319996551247624	0.0413199430251787	MI0006443	MIMAT0022726	hsa-miR-1306-5p
hsa-mir-548j	0.24	1.01	0.77	0.0342016507854839	0.0440563637236741	MI0006345	MIMAT0026737	hsa-miR-548j-3p
hsa-mir-548j	0.24	1.01	0.77	0.0342016507854839	0.0440563637236741	MI0006345	MIMAT0005875	hsa-miR-548j-5p
hsa-mir-30a	-0.23	17.34	17.58	0.0347559026387859	0.0446621744053964	MI0000088	MIMAT0000087	hsa-miR-30a-5p
hsa-mir-30a	-0.23	17.34	17.58	0.0347559026387859	0.0446621744053964	MI0000088	MIMAT0000088	hsa-miR-30a-3p
hsa-mir-519a-1	0.32	1.6	1.28	0.0384995227890575	0.0492349666436986	MI0003178	MIMAT0005452	hsa-miR-519a-5p
hsa-mir-519a-1	0.32	1.6	1.28	0.0384995227890575	0.0492349666436986	MI0003178	MIMAT0002869	hsa-miR-519a-3p
hsa-mir-125a	-0.21	11.84	12.05	0.0407003677686554	0.0519246898151671	MI0000469	MIMAT0000443	hsa-miR-125a-5p
hsa-mir-125a	-0.21	11.84	12.05	0.0407003677686554	0.0519246898151671	MI0000469	MIMAT0004602	hsa-miR-125a-3p
hsa-mir-942	0.33	4.16	3.84	0.0419259472883081	0.0533602965487558	MI0005767	MIMAT0026734	hsa-miR-942-3p
hsa-mir-942	0.33	4.16	3.84	0.0419259472883081	0.0533602965487558	MI0005767	MIMAT0004985	hsa-miR-942-5p
hsa-mir-505	-0.24	6.96	7.2	0.0441279818016715	0.0560288456288527	MI0003190	MIMAT0002876	hsa-miR-505-3p
hsa-mir-505	-0.24	6.96	7.2	0.0441279818016715	0.0560288456288527	MI0003190	MIMAT0004776	hsa-miR-505-5p
hsa-mir-132	0.28	8.13	7.85	0.0445829373806453	0.0563956029647779	MI0000449	MIMAT0000426	hsa-miR-132-3p
hsa-mir-132	0.28	8.13	7.85	0.0445829373806453	0.0563956029647779	MI0000449	MIMAT0004594	hsa-miR-132-5p
hsa-mir-29c	0.28	12.66	12.38	0.0446288512183675	0.0563956029647779	MI0000735	MIMAT0000681	hsa-miR-29c-3p
hsa-mir-29c	0.28	12.66	12.38	0.0446288512183675	0.0563956029647779	MI0000735	MIMAT0004673	hsa-miR-29c-5p
hsa-let-7b	-0.2	16.31	16.51	0.0616978913885804	0.0774133920252943	MI0000063	MIMAT0000063	hsa-let-7b-5p
hsa-let-7b	-0.2	16.31	16.51	0.0616978913885804	0.0774133920252943	MI0000063	MIMAT0004482	hsa-let-7b-3p
hsa-mir-362	0.25	5.15	4.9	0.0624441249004074	0.0781653516400394	MI0000762	MIMAT0000705	hsa-miR-362-5p
hsa-mir-362	0.25	5.15	4.9	0.0624441249004074	0.0781653516400394	MI0000762	MIMAT0004683	hsa-miR-362-3p
hsa-mir-3138	0.1	0.33	0.23	0.0639812378211569	0.0799014519268908	MI0014161	MIMAT0015006	hsa-miR-3138
hsa-mir-24-2	0.22	12.15	11.93	0.0648637698673857	0.0806250597417037	MI0000081	MIMAT0000080	hsa-miR-24-3p
hsa-mir-24-2	0.22	12.15	11.93	0.0648637698673857	0.0806250597417037	MI0000081	MIMAT0004497	hsa-miR-24-2-5p
hsa-mir-1227	-0.13	0.3	0.44	0.0669272303888488	0.0829960059833742	MI0006316	MIMAT0005580	hsa-miR-1227-3p
hsa-mir-1227	-0.13	0.3	0.44	0.0669272303888488	0.0829960059833742	MI0006316	MIMAT0022941	hsa-miR-1227-5p
hsa-mir-339	0.24	7.56	7.32	0.0671322564519237	0.0830566521684266	MI0000815	MIMAT0000764	hsa-miR-339-5p
hsa-mir-339	0.24	7.56	7.32	0.0671322564519237	0.0830566521684266	MI0000815	MIMAT0004702	hsa-miR-339-3p
hsa-mir-525	-0.17	0.57	0.74	0.0747747509618948	0.092083721091963	MI0003152	MIMAT0002838	hsa-miR-525-5p
hsa-mir-525	-0.17	0.57	0.74	0.0747747509618948	0.092083721091963	MI0003152	MIMAT0002839	hsa-miR-525-3p
hsa-mir-193b	0.26	8.71	8.45	0.0838385442658711	0.102921768971044	MI0003137	MIMAT0002819	hsa-miR-193b-3p
hsa-mir-193b	0.26	8.71	8.45	0.0838385442658711	0.102921768971044	MI0003137	MIMAT0004767	hsa-miR-193b-5p
hsa-mir-217	-0.26	5.59	5.85	0.083962495739536	0.102921768971044	MI0000293	MIMAT0037308	hsa-miR-217-3p
hsa-mir-217	-0.26	5.59	5.85	0.083962495739536	0.102921768971044	MI0000293	MIMAT0000274	hsa-miR-217-5p
hsa-mir-1287	0.2	7.12	6.92	0.0878147542401201	0.107396435070676	MI0006349	MIMAT0026738	hsa-miR-1287-3p
hsa-mir-1287	0.2	7.12	6.92	0.0878147542401201	0.107396435070676	MI0006349	MIMAT0005878	hsa-miR-1287-5p
hsa-mir-363	0.36	5.26	4.9	0.0918573811110519	0.112082859520825	MI0000764	MIMAT0000707	hsa-miR-363-3p
hsa-mir-363	0.36	5.26	4.9	0.0918573811110519	0.112082859520825	MI0000764	MIMAT0003385	hsa-miR-363-5p
hsa-mir-3941	0.15	1.05	0.9	0.0945734204236899	0.115132859646231	MI0016598	MIMAT0018357	hsa-miR-3941
hsa-mir-380	0.21	1.69	1.48	0.104715849363569	0.127189113838855	MI0000788	MIMAT0000735	hsa-miR-380-3p
hsa-mir-380	0.21	1.69	1.48	0.104715849363569	0.127189113838855	MI0000788	MIMAT0000734	hsa-miR-380-5p
hsa-mir-489	-0.22	1.07	1.29	0.10951982729551	0.132721066335333	MI0003124	MIMAT0026605	hsa-miR-489-5p
hsa-mir-489	-0.22	1.07	1.29	0.10951982729551	0.132721066335333	MI0003124	MIMAT0002805	hsa-miR-489-3p
hsa-mir-382	-0.21	6.27	6.48	0.114530970840032	0.138478355652039	MI0000790	MIMAT0000737	hsa-miR-382-5p
hsa-mir-382	-0.21	6.27	6.48	0.114530970840032	0.138478355652039	MI0000790	MIMAT0022697	hsa-miR-382-3p
hsa-mir-101-1	0.22	15.22	15	0.116078649207854	0.140031386345983	MI0000103	MIMAT0004513	hsa-miR-101-5p
hsa-mir-874	-0.16	6.77	6.93	0.117063795149044	0.140900314523284	MI0005532	MIMAT0026718	hsa-miR-874-5p
hsa-mir-874	-0.16	6.77	6.93	0.117063795149044	0.140900314523284	MI0005532	MIMAT0004911	hsa-miR-874-3p
hsa-mir-548s	0.15	0.97	0.82	0.127071948619692	0.152601075994754	MI0014141	MIMAT0014987	hsa-miR-548s
hsa-let-7i	-0.14	10.89	11.03	0.128246440979491	0.153664654506958	MI0000434	MIMAT0004585	hsa-let-7i-3p
hsa-let-7i	-0.14	10.89	11.03	0.128246440979491	0.153664654506958	MI0000434	MIMAT0000415	hsa-let-7i-5p
hsa-mir-320e	0.11	0.6	0.49	0.135804846617992	0.162355457080386	MI0014234	MIMAT0015072	hsa-miR-320e
hsa-mir-197	-0.18	10.04	10.21	0.13828824423912	0.164953690437695	MI0000239	MIMAT0022691	hsa-miR-197-5p
hsa-mir-197	-0.18	10.04	10.21	0.13828824423912	0.164953690437695	MI0000239	MIMAT0000227	hsa-miR-197-3p
hsa-mir-199a-2	0.17	13.44	13.27	0.138720552542988	0.165099181102616	MI0000281	MIMAT0000231	hsa-miR-199a-5p
hsa-mir-199a-2	0.17	13.44	13.27	0.138720552542988	0.165099181102616	MI0000281	MIMAT0000232	hsa-miR-199a-3p
hsa-mir-3909	0.15	1.18	1.03	0.141304140502264	0.167798666846439	MI0016413	MIMAT0018183	hsa-miR-3909
hsa-mir-1234	0.08	0.34	0.26	0.141623589974853	0.167803451818757	MI0006324	MIMAT0005589	hsa-miR-1234-3p
hsa-mir-153-2	0.29	6.03	5.74	0.146903557583932	0.17328756681741	MI0000464	MIMAT0026480	hsa-miR-153-5p
hsa-mir-410	-0.22	4.78	5	0.16178158212163	0.190415490461742	MI0002465	MIMAT0026558	hsa-miR-410-5p
hsa-mir-410	-0.22	4.78	5	0.16178158212163	0.190415490461742	MI0002465	MIMAT0002171	hsa-miR-410-3p
hsa-mir-136	0.21	6.92	6.71	0.172141919859742	0.202162254669719	MI0000475	MIMAT0004606	hsa-miR-136-3p
hsa-mir-136	0.21	6.92	6.71	0.172141919859742	0.202162254669719	MI0000475	MIMAT0000448	hsa-miR-136-5p
hsa-mir-624	0.2	2.11	1.91	0.184198600571741	0.215845056176577	MI0003638	MIMAT0003293	hsa-miR-624-5p
hsa-mir-624	0.2	2.11	1.91	0.184198600571741	0.215845056176577	MI0003638	MIMAT0004807	hsa-miR-624-3p
hsa-mir-31	0.26	4.02	3.76	0.196432141777526	0.229674504232185	MI0000089	MIMAT0000089	hsa-miR-31-5p
hsa-mir-31	0.26	4.02	3.76	0.196432141777526	0.229674504232185	MI0000089	MIMAT0004504	hsa-miR-31-3p
hsa-mir-22	-0.16	17.96	18.12	0.211920262666017	0.247240306443686	MI0000078	MIMAT0000077	hsa-miR-22-3p
hsa-mir-22	-0.16	17.96	18.12	0.211920262666017	0.247240306443686	MI0000078	MIMAT0004495	hsa-miR-22-5p
hsa-let-7a-3	0.14	14.92	14.79	0.218770934605939	0.254674260854178	MI0000062	MIMAT0004481	hsa-let-7a-3p
hsa-let-7a-3	0.14	14.92	14.79	0.218770934605939	0.254674260854178	MI0000062	MIMAT0000062_1	hsa-let-7a-5p
hsa-mir-518e	-0.11	0.5	0.62	0.222069027557336	0.257387195338786	MI0003169	MIMAT0002861	hsa-miR-518e-3p
hsa-mir-518e	-0.11	0.5	0.62	0.222069027557336	0.257387195338786	MI0003169	MIMAT0005450	hsa-miR-518e-5p
hsa-mir-541	-0.16	1.4	1.55	0.229798820913613	0.265767332013135	MI0005539	MIMAT0004919	hsa-miR-541-5p
hsa-mir-541	-0.16	1.4	1.55	0.229798820913613	0.265767332013135	MI0005539	MIMAT0004920	hsa-miR-541-3p
hsa-let-7a-2	0.13	15.91	15.78	0.238388003390414	0.274507397843507	MI0000061	MIMAT0010195	hsa-let-7a-2-3p
hsa-mir-885	0.17	1.72	1.55	0.239943141940449	0.275701407154037	MI0005560	MIMAT0004948	hsa-miR-885-3p
hsa-mir-885	0.17	1.72	1.55	0.239943141940449	0.275701407154037	MI0005560	MIMAT0004947	hsa-miR-885-5p
hsa-mir-23a	0.13	13.37	13.24	0.250756770984264	0.287505608111269	MI0000079	MIMAT0000078	hsa-miR-23a-3p
hsa-mir-23a	0.13	13.37	13.24	0.250756770984264	0.287505608111269	MI0000079	MIMAT0004496	hsa-miR-23a-5p
hsa-mir-26a-2	-0.13	12.66	12.8	0.253097823073288	0.28956568145159	MI0000750	MIMAT0004681	hsa-miR-26a-2-3p
hsa-mir-26a-2	-0.13	12.66	12.8	0.253097823073288	0.28956568145159	MI0000750	MIMAT0000082	hsa-miR-26a-5p
hsa-mir-1294	-0.12	0.71	0.83	0.25450527565237	0.290551087225453	MI0006356	MIMAT0005884	hsa-miR-1294
hsa-mir-548b	-0.15	1.87	2.02	0.258123895309831	0.294051204078865	MI0003596	MIMAT0004798	hsa-miR-548b-5p
hsa-mir-548b	-0.15	1.87	2.02	0.258123895309831	0.294051204078865	MI0003596	MIMAT0003254	hsa-miR-548b-3p
hsa-mir-1255a	0.12	1.1	0.98	0.26325662069787	0.29925752609245	MI0006389	MIMAT0005906	hsa-miR-1255a
hsa-mir-135a-2	0.12	0.64	0.52	0.268825977999524	0.304936930268117	MI0000453	MIMAT0000428	hsa-miR-135a-5p
hsa-mir-135a-2	0.12	0.64	0.52	0.268825977999524	0.304936930268117	MI0000453	MIMAT0037309	hsa-miR-135a-2-3p
hsa-mir-2355	0.14	7.42	7.28	0.277451485435202	0.314051468620271	MI0015873	MIMAT0017950	hsa-miR-2355-3p
hsa-mir-2355	0.14	7.42	7.28	0.277451485435202	0.314051468620271	MI0015873	MIMAT0016895	hsa-miR-2355-5p
hsa-mir-1185-2	-0.09	0.44	0.52	0.289838675007024	0.327376167948486	MI0003821	MIMAT0005798_1	hsa-miR-1185-5p
hsa-mir-1185-2	-0.09	0.44	0.52	0.289838675007024	0.327376167948486	MI0003821	MIMAT0022713	hsa-miR-1185-2-3p
hsa-mir-23c	-0.11	0.84	0.95	0.29289376348305	0.330126021552929	MI0016010	MIMAT0018000	hsa-miR-23c
hsa-mir-30d	0.1	14.52	14.43	0.298183011136063	0.334669539924864	MI0000255	MIMAT0004551	hsa-miR-30d-3p
hsa-mir-30d	0.1	14.52	14.43	0.298183011136063	0.334669539924864	MI0000255	MIMAT0000245	hsa-miR-30d-5p
hsa-mir-30b	-0.12	10.54	10.67	0.316931057293836	0.354962784169096	MI0000441	MIMAT0000420	hsa-miR-30b-5p
hsa-mir-30b	-0.12	10.54	10.67	0.316931057293836	0.354962784169096	MI0000441	MIMAT0004589	hsa-miR-30b-3p
hsa-mir-519a-2	0.11	0.96	0.85	0.320543449169938	0.358254443189931	MI0003182	MIMAT0037327	hsa-miR-519a-2-5p
hsa-mir-642a	0.18	3.54	3.36	0.323619280845441	0.360933872976467	MI0003657	MIMAT0020924	hsa-miR-642a-3p
hsa-mir-642a	0.18	3.54	3.36	0.323619280845441	0.360933872976467	MI0003657	MIMAT0003312	hsa-miR-642a-5p
hsa-mir-509-1	0.09	2.01	1.92	0.373091949590601	0.415240412515063	MI0003196	MIMAT0004779_1	hsa-miR-509-5p
hsa-mir-509-1	0.09	2.01	1.92	0.373091949590601	0.415240412515063	MI0003196	MIMAT0002881_2	hsa-miR-509-3p
hsa-mir-641	0.06	0.43	0.37	0.39616892875957	0.440003904175556	MI0003656	MIMAT0003311	hsa-miR-641
hsa-mir-374b	-0.1	7.58	7.68	0.416130782719058	0.461211617513622	MI0005566	MIMAT0004955	hsa-miR-374b-5p
hsa-mir-374b	-0.1	7.58	7.68	0.416130782719058	0.461211617513622	MI0005566	MIMAT0004956	hsa-miR-374b-3p
hsa-mir-550a-2	0.13	2.94	2.81	0.420996890126724	0.465634814027895	MI0003601	MIMAT0003257_2	hsa-miR-550a-3p
hsa-mir-550a-2	0.13	2.94	2.81	0.420996890126724	0.465634814027895	MI0003601	MIMAT0004800_1	hsa-miR-550a-5p
hsa-mir-374c	-0.07	0.6	0.68	0.424221982223789	0.468228411915054	MI0016684	MIMAT0018443	hsa-miR-374c-5p
hsa-mir-374c	-0.07	0.6	0.68	0.424221982223789	0.468228411915054	MI0016684	MIMAT0022735	hsa-miR-374c-3p
hsa-mir-186	-0.08	9.93	10.01	0.430114418032762	0.473749214065071	MI0000483	MIMAT0000456	hsa-miR-186-5p
hsa-mir-186	-0.08	9.93	10.01	0.430114418032762	0.473749214065071	MI0000483	MIMAT0004612	hsa-miR-186-3p
hsa-mir-216a	0.09	1.16	1.07	0.451329487126246	0.496089436262733	MI0000292	MIMAT0022844	hsa-miR-216a-3p
hsa-mir-216a	0.09	1.16	1.07	0.451329487126246	0.496089436262733	MI0000292	MIMAT0000273	hsa-miR-216a-5p
hsa-mir-520b	-0.08	0.71	0.79	0.454537886351722	0.498585887709518	MI0003155	MIMAT0037325	hsa-miR-520b-5p
hsa-mir-520b	-0.08	0.71	0.79	0.454537886351722	0.498585887709518	MI0003155	MIMAT0002843	hsa-miR-520b-3p
hsa-mir-3920	-0.06	0.39	0.45	0.458710355718093	0.502127385271658	MI0016427	MIMAT0018195	hsa-miR-3920
hsa-mir-1291	0.08	1.58	1.5	0.464032470391226	0.506910214061873	MI0006353	MIMAT0005881	hsa-miR-1291
hsa-mir-409	-0.1	6.84	6.95	0.470627379207566	0.513060995365625	MI0001735	MIMAT0001639	hsa-miR-409-3p
hsa-mir-409	-0.1	6.84	6.95	0.470627379207566	0.513060995365625	MI0001735	MIMAT0001638	hsa-miR-409-5p
hsa-mir-218-1	-0.1	2.21	2.31	0.480666949630695	0.522431067132472	MI0000294	MIMAT0004565	hsa-miR-218-1-3p
hsa-mir-24-1	0.09	5.38	5.29	0.482450691704416	0.522736798343685	MI0000080	MIMAT0000079	hsa-miR-24-1-5p
hsa-mir-152	0.08	9.7	9.62	0.487297940133115	0.526915658843124	MI0000462	MIMAT0026479	hsa-miR-152-5p
hsa-mir-152	0.08	9.7	9.62	0.487297940133115	0.526915658843124	MI0000462	MIMAT0000438	hsa-miR-152-3p
hsa-mir-95	0.1	3.24	3.14	0.492845645130275	0.531833434501635	MI0000097	MIMAT0000094	hsa-miR-95-3p
hsa-mir-95	0.1	3.24	3.14	0.492845645130275	0.531833434501635	MI0000097	MIMAT0026473	hsa-miR-95-5p
hsa-mir-199b	0.08	13.74	13.66	0.497214042036357	0.535461276039153	MI0000282	MIMAT0000263	hsa-miR-199b-5p
hsa-mir-199b	0.08	13.74	13.66	0.497214042036357	0.535461276039153	MI0000282	MIMAT0004563	hsa-miR-199b-3p
hsa-mir-3130-1	-0.09	3.65	3.74	0.509858004398763	0.546863827298674	MI0014147	MIMAT0014995	hsa-miR-3130-5p
hsa-mir-3130-1	-0.09	3.65	3.74	0.509858004398763	0.546863827298674	MI0014147	MIMAT0014994	hsa-miR-3130-3p
hsa-mir-3605	0.09	3.39	3.3	0.522729046132571	0.559540950789794	MI0015995	MIMAT0017982	hsa-miR-3605-3p
hsa-mir-3605	0.09	3.39	3.3	0.522729046132571	0.559540950789794	MI0015995	MIMAT0017981	hsa-miR-3605-5p
hsa-mir-652	0.09	6.68	6.6	0.534895912938989	0.571414911011129	MI0003667	MIMAT0022709	hsa-miR-652-5p
hsa-mir-652	0.09	6.68	6.6	0.534895912938989	0.571414911011129	MI0003667	MIMAT0003322	hsa-miR-652-3p
hsa-mir-92a-1	0.07	10.53	10.46	0.548452967997079	0.584264543835126	MI0000093	MIMAT0004507	hsa-miR-92a-1-5p
hsa-mir-92a-1	0.07	10.53	10.46	0.548452967997079	0.584264543835126	MI0000093	MIMAT0000092	hsa-miR-92a-3p
